price,rooms,lat,lng,square_total,square_living,square_kitchen,type_apartment,ceiling,renovation,view,type_house,floor_type,built_year,energy_efficiency,playground,sportsground,foundation_type,electrical_type,heating_type,hot_water_type,cold_water_type,sewerage_type,gas_type,ventilation_type,firefighting_type,drainage_type,floor_flat,floor_house
7800000,1,55.684777,37.66936,36.2,18.9,6.6,Вторичка,2.64,Косметический,На улицу,Панельный,Железобетонные,1970.0,D,Есть,Есть,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Центральное,Вытяжная вентиляция,Автоматическая,Внутренние водостоки,3.0,9.0
12700000,1,55.731642,37.565614,32.0,20.0,7.3,Вторичка,2.6,Евроремонт,На улицу,Панельный,Железобетонные,1974.0,Не присвоен,Отсутствует,Отсутствует,Ленточный,Центральное,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,Центральное,Приточно-вытяжная вентиляция,Пожарные гидранты,Наружные водостоки,6.0,14.0
8495000,1,55.876496,37.490003,34.5,19.5,9.6,Вторичка,2.48,Косметический,Во двор,Монолитный,Железобетонные,1985.0,B,Есть,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,11.0,16.0
10500000,1,55.717452,37.749463,42.1,18.0,11.0,Вторичка,2.64,Дизайнерский,Во двор,Панельный,Железобетонные,2008.0,Не присвоен,Отсутствует,Отсутствует,Свайный,Центральное,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,11.0,23.0
8000000,1,55.876632,37.544782,34.6,19.9,9.4,Вторичка,2.64,Косметический,Во двор,Блочный,Железобетонные,1967.0,C,Отсутствует,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Центральное,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,9.0,12.0
8700000,1,55.79225,37.812588,38.0,19.0,8.0,Вторичка,2.6,Евроремонт,Во двор,Панельный,Железобетонные,1983.0,Не присвоен,Есть,Есть,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарный кран,Внутренние водостоки,1.0,17.0
8400000,1,55.598924,37.722352,34.9,19.7,9.6,Вторичка,2.55,Косметический,Во двор,Панельный,Железобетонные,1979.0,C,Отсутствует,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,9.0,12.0
8900000,1,55.66523299999999,37.761725,43.0,18.1,9.8,Вторичка,2.83,Без ремонта,На улицу и двор,Монолитный,Железобетонные,2001.0,Не присвоен,Есть,Есть,Свайный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,21.0,25.0
8050000,1,55.94081,37.525675,38.0,14.5,10.5,Вторичка,2.7,Евроремонт,Во двор,Панельный,Железобетонные,2018.0,A,Есть,Есть,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,12.0,14.0
10750000,1,55.751335,37.680832,34.6,19.5,9.6,Вторичка,2.48,Косметический,Во двор,Монолитный,Железобетонные,1979.0,B,Есть,Отсутствует,Бетонные столбы,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточная вентиляция,Пожарные гидранты,Наружные водостоки,5.0,16.0
6500000,1,55.70993100000001,37.85453,35.7,20.8,6.0,Вторичка,2.64,Косметический,На улицу,Панельный,Железобетонные,1972.0,Не присвоен,Отсутствует,Отсутствует,Свайный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Центральное,Приточно-вытяжная вентиляция,Пожарные гидранты,Наружные водостоки,8.0,9.0
9100000,1,55.838314,37.380516,38.1,19.1,6.7,Вторичка,2.64,Евроремонт,На улицу,Панельный,Железобетонные,1992.0,Не присвоен,Есть,Отсутствует,Свайный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточная вентиляция,Пожарные гидранты,Внутренние водостоки,2.0,17.0
7600000,1,55.767251,37.712758,32.0,22.0,5.5,Вторичка,2.48,Косметический,Во двор,Монолитный,Железобетонные,1966.0,E,Отсутствует,Отсутствует,Свайный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Центральное,Приточно-вытяжная вентиляция,Пожарные гидранты,Наружные водостоки,3.0,9.0
9900000,1,55.724789,37.744738,39.0,18.9,9.0,Вторичка,2.7,Евроремонт,Во двор,Монолитный,Железобетонные,2018.0,A,Есть,Отсутствует,Свайный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,4.0,24.0
6950000,1,55.517949,37.34956,37.0,18.0,7.0,Вторичка,2.6,Евроремонт,На улицу,Панельный,Железобетонные,2012.0,B,Есть,Есть,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,14.0,17.0
8500000,1,55.886968,37.613467,43.1,20.9,8.7,Вторичка,2.64,Косметический,Во двор,Панельный,Железобетонные,1981.0,A,Отсутствует,Отсутствует,Бетонные столбы,Центральное,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,7.0,12.0
8300000,1,55.678230000000006,37.721211,35.0,20.0,10.0,Вторичка,2.7,Евроремонт,Во двор,Блочный,Железобетонные,1977.0,D,Есть,Отсутствует,Ленточный,Центральное,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,11.0,12.0
8800000,1,55.576661,37.668246,39.0,21.0,8.0,Вторичка,2.6,Евроремонт,Во двор,Блочный,Железобетонные,1982.0,E,Есть,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,10.0,12.0
11700000,1,55.818523,37.661275,40.0,21.6,9.4,Вторичка,2.7,Косметический,Во двор,Кирпичный,Железобетонные,1978.0,Не присвоен,Есть,Отсутствует,Бетонные столбы,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Центральное,Вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,6.0,11.0
8000000,1,55.660709,37.763342,35.7,18.5,9.0,Вторичка,2.64,Косметический,Во двор,Панельный,Железобетонные,1998.0,D,Есть,Есть,Свайный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,4.0,17.0
9500000,1,55.849337,37.416296,38.4,20.0,10.2,Вторичка,2.64,Евроремонт,На улицу и двор,Панельный,Железобетонные,1985.0,Не присвоен,Есть,Отсутствует,Ленточный,Центральное,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,17.0,22.0
7600000,1,55.934795,37.55443,38.0,19.0,8.4,Вторичка,2.65,Косметический,На улицу,Панельный,Железобетонные,1995.0,D,Есть,Есть,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,7.0,17.0
7500000,1,55.49470600000001,37.553136,46.7,18.0,14.0,Вторичка,2.75,Евроремонт,Во двор,Монолитный,Железобетонные,2015.0,B,Есть,Есть,Свайный,Центральное,Индивидуальный тепловой пункт (ИТП),Закрытая с приготовлением горячей воды на ИТП,Центральное,Центральное,Отсутствует,Вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,6.0,18.0
11300000,1,55.709231,37.886447,52.0,31.0,9.0,Вторичка,2.7,Евроремонт,На улицу,Панельный,Железобетонные,2006.0,Не присвоен,Отсутствует,Отсутствует,Бетонные столбы,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,12.0,16.0
6999999,1,55.67160500000001,37.749229,29.3,18.0,5.5,Вторичка,2.64,Косметический,На улицу и двор,Кирпичный,Железобетонные,1961.0,B,Отсутствует,Есть,Ленточный,Центральное,Центральное,Квартирное (квартирный котел),Центральное,Центральное,Центральное,Приточная вентиляция,Пожарный кран,Наружные водостоки,1.0,5.0
29500000,1,55.722401,37.619944,52.9,20.0,18.0,Вторичка,3.1,Без ремонта,На улицу,Монолитный,Железобетонные,2012.0,Не присвоен,Есть,Отсутствует,Свайный,Центральное,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,7.0,14.0
7600000,1,55.898639,37.616935,32.6,18.7,6.7,Вторичка,2.5,Косметический,Во двор,Панельный,Железобетонные,1975.0,A,Отсутствует,Отсутствует,Бетонные столбы,Центральное,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,5.0,9.0
7350000,1,55.599926,37.718561,35.0,20.0,6.0,Вторичка,2.64,Косметический,Во двор,Панельный,Железобетонные,1975.0,C,Отсутствует,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,9.0,9.0
7800000,1,55.683564,37.602957,32.7,19.0,6.3,Вторичка,2.64,Косметический,Во двор,Панельный,Железобетонные,1979.0,E,Отсутствует,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Наружные водостоки,9.0,9.0
7900000,1,55.904609,37.554439,38.2,20.0,7.0,Вторичка,2.9,Евроремонт,Во двор,Панельный,Железобетонные,1982.0,Не присвоен,Есть,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,5.0,12.0
9070000,1,55.679301,37.457861,38.1,19.1,10.0,Вторичка,2.6,Евроремонт,Во двор,Блочный,Железобетонные,1977.0,Не присвоен,Есть,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Вытяжная вентиляция,Пожарный кран,Внутренние водостоки,12.0,16.0
7400000,1,55.616427,37.739321,32.5,18.7,6.1,Вторичка,2.6,Косметический,Во двор,Панельный,Железобетонные,1976.0,Не присвоен,Есть,Есть,Ленточный,Центральное,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,Отсутствует,Вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,5.0,9.0
8500000,1,55.863535,37.621669,39.0,20.0,10.0,Вторичка,2.64,Косметический,На улицу,Панельный,Железобетонные,1995.0,Не присвоен,Есть,Есть,Ленточный,Центральное,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,13.0,22.0
7500000,1,55.597149,37.591943,33.0,18.7,6.2,Вторичка,2.64,Косметический,Во двор,Панельный,Железобетонные,1971.0,Не присвоен,Есть,Отсутствует,Свайный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Центральное,Вытяжная вентиляция,Пожарный кран,Внутренние водостоки,1.0,12.0
21000000,1,55.714059,37.674669,84.2,32.0,19.0,Вторичка,3.0,Евроремонт,Во двор,Кирпичный,Железобетонные,1997.0,Не присвоен,Есть,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Вытяжная вентиляция,Пожарный кран,Внутренние водостоки,6.0,9.0
8200000,1,55.888377,37.67276500000001,40.0,22.0,6.0,Вторичка,2.64,Косметический,Во двор,Блочный,Железобетонные,1974.0,Не присвоен,Есть,Отсутствует,Бетонные столбы,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Центральное,Вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,1.0,14.0
7850000,1,55.601137,37.170813,49.5,24.0,12.0,Вторичка,2.8,Дизайнерский,На улицу и двор,Кирпичный,Железобетонные,2015.0,B,Есть,Есть,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточная вентиляция,Автоматическая,Внутренние водостоки,12.0,17.0
9600000,1,55.757369,37.683841,34.6,19.5,9.6,Вторичка,2.6,Косметический,Во двор,Монолитный,Железобетонные,1975.0,A,Отсутствует,Есть,Свайный,Центральное,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,Отсутствует,Приточная вентиляция,Пожарные гидранты,Наружные водостоки,16.0,16.0
29000000,1,55.727693,37.535359,49.0,32.0,8.0,Вторичка Апартаменты,3.1,Дизайнерский,Во двор,Монолитный,Железобетонные,2017.0,B,Есть,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,2.0,16.0
8150000,1,55.60334399999999,37.729134,38.0,21.0,9.0,Вторичка,2.48,Косметический,На улицу,Панельный,Железобетонные,1977.0,C,Отсутствует,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Центральное,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,2.0,12.0
17578720,1,55.779757,37.53523300000001,60.7,25.5,15.6,Вторичка,3.0,Без ремонта,На улицу и двор,Монолитный,Железобетонные,2008.0,Не присвоен,Есть,Есть,Сборный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Вытяжная вентиляция,Автоматическая,Внутренние водостоки,6.0,17.0
10700000,1,55.810289,37.647334,34.7,19.3,9.8,Вторичка,2.48,Евроремонт,На улицу,Блочный,Железобетонные,1979.0,Не присвоен,Есть,Отсутствует,Свайный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Вытяжная вентиляция,Автоматическая,Внутренние водостоки,15.0,16.0
7300000,1,55.709064,37.890957,38.0,19.0,8.0,Вторичка,2.75,Без ремонта,На улицу,Панельный,Железобетонные,2005.0,Не присвоен,Отсутствует,Отсутствует,Бетонные столбы,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,14.0,14.0
13000000,1,55.781879,37.565147,40.0,20.0,9.0,Вторичка,2.7,Косметический,На улицу,Монолитный,Железобетонные,1988.0,D,Отсутствует,Отсутствует,Сборный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Центральное,Вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,12.0,12.0
7550000,1,55.716701,37.894406,37.8,19.1,8.0,Вторичка,2.75,Косметический,Во двор,Панельный,Железобетонные,2005.0,A,Есть,Отсутствует,Свайный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,6.0,12.0
8300000,1,55.566802,37.478621,31.0,15.0,10.0,Вторичка,2.7,Евроремонт,Во двор,Монолитный,Железобетонные,2013.0,B,Есть,Есть,Бетонные столбы,Центральное,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Автономное,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,18.0,25.0
7800000,1,55.844223,37.432268,34.6,21.0,9.7,Вторичка,2.48,Косметический,Во двор,Панельный,Железобетонные,1979.0,Не присвоен,Есть,Отсутствует,Ленточный,Центральное,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,6.0,16.0
6500000,1,55.488652,37.29885,38.0,20.0,10.0,Вторичка,2.7,Евроремонт,На улицу,Монолитный,Железобетонные,1970.0,Не присвоен,Есть,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Центральное,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,8.0,12.0
8100000,1,55.864247,37.445662,30.6,17.9,6.0,Вторичка,2.64,Евроремонт,На улицу,Панельный,Железобетонные,1980.0,Не присвоен,Есть,Есть,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Центральное,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,1.0,9.0
7500000,1,55.878021,37.5175,32.1,21.0,5.0,Вторичка,2.7,Косметический,Во двор,Блочный,Железобетонные,1964.0,D,Есть,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Центральное,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,7.0,9.0
8200000,1,55.603766,37.582736,40.0,21.0,8.5,Вторичка,2.6,Косметический,На улицу,Панельный,Железобетонные,1978.0,Не присвоен,Отсутствует,Отсутствует,Свайный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Центральное,Приточно-вытяжная вентиляция,Пожарный кран,Внутренние водостоки,3.0,12.0
12120000,1,55.84540500000001,37.373096,43.6,18.0,12.0,Вторичка,3.0,Евроремонт,Во двор,Монолитный,Железобетонные,2016.0,B,Есть,Есть,Бетонные столбы,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточная вентиляция,Автоматическая,Внутренние водостоки,23.0,25.0
7400000,1,55.871930000000006,37.554987,34.0,21.4,6.2,Вторичка,2.6,Косметический,Во двор,Блочный,Железобетонные,1965.0,Не присвоен,Отсутствует,Отсутствует,Ленточный,Центральное,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,Центральное,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,7.0,9.0
7800000,1,55.872597,37.491099,34.0,20.0,9.7,Вторичка,2.7,Евроремонт,Во двор,Монолитный,Железобетонные,1966.0,E,Есть,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Центральное,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,7.0,12.0
9800000,1,55.71854200000001,37.746759,42.0,18.2,10.0,Вторичка,2.7,Евроремонт,На улицу и двор,Панельный,Железобетонные,2007.0,Не присвоен,Отсутствует,Отсутствует,Свайный,Центральное,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,7.0,23.0
8750000,1,55.77192,37.713171,35.0,20.0,10.0,Вторичка,2.48,Евроремонт,На улицу,Блочный,Железобетонные,1957.0,A,Есть,Есть,Свайный,Центральное,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,Отсутствует,Вытяжная вентиляция,Автоматическая,Внутренние водостоки,6.0,12.0
5100000,1,55.499275,36.92171,35.0,18.0,11.0,Вторичка,2.5,Евроремонт,Во двор,Блочный,Железобетонные,1967.0,E,Отсутствует,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Центральное,Вытяжная вентиляция,Автоматическая,Внутренние водостоки,2.0,3.0
8600000,1,55.84164000000001,37.534155,34.5,19.3,9.5,Вторичка,2.48,Косметический,Во двор,Блочный,Железобетонные,1988.0,E,Отсутствует,Отсутствует,Ленточный,Центральное,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,8.0,16.0
15000000,1,55.75745500000001,37.50902,36.0,12.0,10.0,Вторичка,2.8,Без ремонта,На улицу,Монолитно кирпичный,Железобетонные,2015.0,B,Есть,Отсутствует,Бетонные столбы,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,13.0,23.0
7350000,1,55.877915,37.634542,31.4,19.6,5.8,Вторичка,2.5,Евроремонт,Во двор,Кирпичный,Железобетонные,1965.0,Не присвоен,Есть,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Центральное,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,6.0,8.0
14000000,1,55.775307,37.527238,41.0,22.0,10.0,Вторичка,3.2,Без ремонта,На улицу,Монолитный,Железобетонные,2020.0,A+,Отсутствует,Отсутствует,Сплошной,Центральное,Индивидуальный тепловой пункт (ИТП),Закрытая с приготовлением горячей воды на ИТП,Центральное,Центральное,Отсутствует,Вытяжная вентиляция,Пожарный кран,Внутренние водостоки,2.0,24.0
7500000,1,55.894697,37.627651,34.7,21.0,6.3,Вторичка,2.64,Без ремонта,Во двор,Панельный,Железобетонные,1977.0,A,Отсутствует,Отсутствует,Бетонные столбы,Центральное,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,4.0,9.0
10800000,1,55.676915,37.677643,39.0,20.9,8.3,Вторичка,2.64,Косметический,Во двор,Панельный,Железобетонные,2004.0,D,Есть,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Вытяжная вентиляция,Автоматическая,Внутренние водостоки,2.0,10.0
8200000,1,55.71128,37.880491,43.0,20.0,9.0,Вторичка,2.9,Косметический,Во двор,Панельный,Железобетонные,2006.0,Не присвоен,Отсутствует,Отсутствует,Бетонные столбы,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,10.0,17.0
7100000,1,55.592632,37.667438,35.0,18.2,7.0,Вторичка,2.5,Косметический,На улицу и двор,Монолитный,Железобетонные,1972.0,E,Есть,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Центральное,Вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,3.0,12.0
7320000,1,55.60144200000001,37.71053,32.3,20.0,7.0,Вторичка,2.64,Косметический,На улицу,Панельный,Железобетонные,1974.0,C,Отсутствует,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Центральное,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,7.0,9.0
7700000,1,55.678113,37.753128,32.0,18.0,5.5,Вторичка,2.64,Косметический,Во двор,Кирпичный,Железобетонные,1963.0,B,Отсутствует,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Центральное,Приточная вентиляция,Пожарный кран,Наружные водостоки,5.0,5.0
9500000,1,55.835786,37.49524,35.0,18.0,10.0,Вторичка Апартаменты,3.1,Без ремонта,Во двор,Монолитный,Железобетонные,2016.0,A,Есть,Есть,Бетонные столбы,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Вытяжная вентиляция,Пожарные гидранты,Наружные водостоки,8.0,21.0
8050000,1,55.46853,37.544818,53.4,23.0,14.0,Вторичка,2.8,Евроремонт,Во двор,Монолитно кирпичный,Железобетонные,2010.0,Не присвоен,Есть,Есть,Бетонные столбы,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Вытяжная вентиляция,Пожарный кран,Внутренние водостоки,7.0,12.0
23000000,1,55.786313,37.542428,54.5,24.8,14.0,Вторичка,3.1,Без ремонта,На улицу,Монолитный,Железобетонные,2017.0,B,Есть,Есть,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Вытяжная вентиляция,Автоматическая,Наружные водостоки,16.0,24.0
18470000,1,55.66132800000001,37.509343,50.0,25.0,10.0,Вторичка,2.9,Евроремонт,На улицу,Монолитный,Железобетонные,2010.0,E,Есть,Есть,Свайный,Комбинированное,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Смешанные,33.0,38.0
17500000,1,55.785169,37.564033,44.0,17.0,8.0,Вторичка Апартаменты,3.0,Евроремонт,Во двор,Монолитный,Железобетонные,2018.0,A++,Есть,Есть,Свайный,Центральное,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Смешанные,8.0,19.0
8400000,1,55.84769,37.514185,34.5,19.0,9.0,Вторичка,2.48,Косметический,Во двор,Блочный,Железобетонные,1976.0,E,Отсутствует,Отсутствует,Бетонные столбы,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,16.0,16.0
6200000,1,55.634491,37.343353,30.0,13.3,11.0,Вторичка,3.0,Евроремонт,Во двор,Панельный,Железобетонные,2014.0,B,Есть,Есть,Ленточный,Центральное,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,Отсутствует,Вытяжная вентиляция,Автоматическая,Внутренние водостоки,2.0,6.0
8300000,1,55.922404,37.542599,38.5,20.0,10.0,Вторичка,3.0,Евроремонт,Во двор,Панельный,Железобетонные,2008.0,E,Есть,Отсутствует,Свайный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,2.0,17.0
14700000,1,55.780289,37.53561,44.4,21.4,11.6,Вторичка,2.5,Дизайнерский,На улицу,Монолитный,Железобетонные,2014.0,Не присвоен,Есть,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,5.0,19.0
