price,rooms,lat,lng,square_total,square_living,square_kitchen,type_apartment,ceiling,renovation,view,type_house,floor_type,built_year,energy_efficiency,playground,sportsground,foundation_type,electrical_type,heating_type,hot_water_type,cold_water_type,sewerage_type,gas_type,ventilation_type,firefighting_type,drainage_type,floor_flat,floor_house
20925507,3,55.770897,37.37809,95.5,53.5,15.2,Вторичка,2.9,Без ремонта,Во двор,Монолитный,Железобетонные,2017.0,B+,Есть,Есть,Сплошной,Центральное,Индивидуальный тепловой пункт (ИТП),Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Смешанные,19.0,24.0
39800000,3,55.723237,37.527903,106.0,70.0,15.0,Вторичка,3.15,Без ремонта,На улицу,Монолитный,Железобетонные,2011.0,B+,Есть,Есть,Сплошной,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,4.0,33.0
11490000,3,55.64043100000001,37.358166,75.0,46.0,10.5,Вторичка,2.64,Косметический,Во двор,Панельный,Железобетонные,1988.0,B,Есть,Есть,Ленточный,Центральное,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,Отсутствует,Вытяжная вентиляция,Автоматическая,Внутренние водостоки,1.0,17.0
10999000,3,55.50445,37.576735,82.5,43.7,11.4,Вторичка,2.64,Евроремонт,Во двор,Панельный,Железобетонные,2009.0,Не присвоен,Есть,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,10.0,14.0
184689249,3,55.79848000000001,37.520671,240.0,180.0,32.0,Вторичка Пентхаус,4.0,Евроремонт,На улицу и двор,Монолитно кирпичный,Железобетонные,2006.0,B,Есть,Есть,Сплошной,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,23.0,50.0
13500000,3,55.665055,37.77246,79.7,45.0,12.7,Вторичка,2.74,Косметический,На улицу и двор,Панельный,Железобетонные,2002.0,B,Отсутствует,Отсутствует,Свайный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,3.0,14.0
30880000,3,55.677539,37.634398,120.0,60.0,21.0,Вторичка,2.9,Дизайнерский,Во двор,Монолитный,Железобетонные,2011.0,Не присвоен,Есть,Есть,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,26.0,33.0
105000000,3,55.79848000000001,37.520671,196.0,123.0,12.0,Вторичка,3.2,Евроремонт,На улицу и двор,Монолитно кирпичный,Железобетонные,2006.0,B,Есть,Есть,Сплошной,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,40.0,55.0
19300000,3,55.684305,37.521129,78.7,49.5,9.9,Вторичка,2.7,Косметический,На улицу и двор,Кирпичный,Железобетонные,1968.0,Не присвоен,Отсутствует,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Центральное,Вытяжная вентиляция,Автоматическая,Внутренние водостоки,14.0,14.0
184689249,3,55.727217,37.576043,107.0,70.0,15.0,Вторичка,3.35,Дизайнерский,Во двор,Монолитный,Железобетонные,2013.0,B,Есть,Отсутствует,Сплошной,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарный кран,Смешанные,7.0,14.0
12200000,3,55.903973,37.591297,61.9,39.0,8.5,Вторичка,2.64,Без ремонта,На улицу и двор,Панельный,Железобетонные,1984.0,A,Есть,Отсутствует,Бетонные столбы,Центральное,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,5.0,12.0
10500000,3,55.700745,37.74675,61.9,43.5,6.6,Вторичка,2.48,Без ремонта,Во двор,Панельный,Железобетонные,1977.0,Не присвоен,Есть,Есть,Свайный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,5.0,12.0
11950000,3,55.941743,37.525019,71.0,40.0,10.5,Вторичка,2.7,Косметический,Во двор,Панельный,Железобетонные,2018.0,A,Есть,Есть,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,6.0,14.0
13500000,3,55.76570600000001,37.717303,65.0,43.1,8.5,Вторичка,2.48,Косметический,На улицу и двор,Кирпичный,Железобетонные,1982.0,E,Отсутствует,Отсутствует,Свайный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Центральное,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,15.0,16.0
33200000,3,55.736265,37.666108,101.6,56.4,13.5,Вторичка,3.1,Евроремонт,Во двор,Монолитный,Железобетонные,2000.0,B+,Есть,Отсутствует,Сплошной,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарный кран,Внутренние водостоки,2.0,24.0
11550000,3,55.895848,37.602256,62.6,44.9,6.5,Вторичка,2.5,Косметический,Во двор,Панельный,Железобетонные,1975.0,A,Отсутствует,Отсутствует,Бетонные столбы,Центральное,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,7.0,12.0
17000000,3,55.866253,37.65169,78.0,32.5,10.0,Вторичка,2.64,Косметический,Во двор,Панельный,Железобетонные,1984.0,Не присвоен,Отсутствует,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,17.0,17.0
30900000,3,55.677671,37.666225,92.0,57.0,17.6,Вторичка,2.8,Евроремонт,На улицу и двор,Монолитный,Железобетонные,2012.0,Не присвоен,Отсутствует,Отсутствует,Свайный,Центральное,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,Отсутствует,Вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,9.0,13.0
80000000,3,55.71421700000001,37.479879,125.0,90.0,20.0,Вторичка,3.35,Евроремонт,Во двор,Монолитный,Железобетонные,2006.0,Не присвоен,Отсутствует,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточная вентиляция,Автоматическая,Внутренние водостоки,2.0,6.0
15100000,3,55.644526,37.33733400000001,75.0,46.0,10.0,Вторичка,2.64,Евроремонт,Во двор,Панельный,Железобетонные,2006.0,Не присвоен,Есть,Отсутствует,Свайный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,9.0,17.0
21500000,3,55.792129,37.660135,77.0,44.0,8.5,Вторичка,2.7,Косметический,На улицу и двор,Панельный,Железобетонные,1996.0,Не присвоен,Отсутствует,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,9.0,14.0
24000000,3,55.80998,37.52165,75.0,45.0,15.0,Вторичка,2.9,Евроремонт,На улицу и двор,Монолитный,Железобетонные,2008.0,Не присвоен,Отсутствует,Отсутствует,Бетонные столбы,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Вытяжная вентиляция,Автоматическая,Наружные водостоки,22.0,23.0
25000000,3,55.649048,37.468793,85.0,55.0,12.0,Вторичка,2.75,Дизайнерский,Во двор,Панельный,Железобетонные,2007.0,Не присвоен,Есть,Отсутствует,Бетонные столбы,Центральное,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,3.0,17.0
11500000,3,55.872218,37.69595,63.6,47.3,9.2,Вторичка,2.64,Косметический,На улицу и двор,Блочный,Железобетонные,1970.0,E,Отсутствует,Отсутствует,Сплошной,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Центральное,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,2.0,12.0
41370000,3,55.774745,37.548609,86.7,52.0,10.4,Вторичка,2.9,Дизайнерский,На улицу и двор,Монолитный,Железобетонные,2010.0,Не присвоен,Отсутствует,Отсутствует,Бетонные столбы,Центральное,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,11.0,38.0
17150000,3,55.777636,37.548133,68.9,47.2,7.7,Вторичка,3.2,Косметический,Во двор,Блочный,Железобетонные,1951.0,Не присвоен,Отсутствует,Отсутствует,Бетонные столбы,Центральное,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,Центральное,Вытяжная вентиляция,Пожарный кран,Наружные водостоки,2.0,4.0
149031400,3,55.74276700000001,37.600792,170.0,106.0,20.0,Вторичка,3.7,Дизайнерский,Во двор,Кирпичный,Железобетонные,1910.0,Не присвоен,Отсутствует,Отсутствует,Бетонные столбы,Центральное,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,Отсутствует,Приточная вентиляция,Автоматическая,Наружные водостоки,3.0,5.0
12800000,3,55.89305600000001,37.535583,59.0,49.9,6.0,Вторичка,2.64,Евроремонт,На улицу и двор,Панельный,Железобетонные,1979.0,E,Отсутствует,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,8.0,9.0
24800000,3,55.675798,37.443973,80.0,41.5,11.0,Вторичка,2.75,Дизайнерский,На улицу и двор,Монолитный,Железобетонные,2017.0,B,Есть,Есть,Свайный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,23.0,23.0
11200000,3,55.817567,37.875227,75.0,43.3,10.0,Вторичка,2.7,Косметический,Во двор,Кирпичный,Железобетонные,1989.0,Не присвоен,Отсутствует,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,10.0,17.0
20500000,3,55.87539,37.48552,80.0,45.0,13.0,Вторичка,2.74,Косметический,Во двор,Панельный,Железобетонные,2006.0,Не присвоен,Есть,Есть,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,10.0,14.0
37400000,3,55.807982,37.450845,132.0,60.0,20.0,Вторичка,3.0,Без ремонта,Во двор,Монолитный,Железобетонные,2008.0,B+,Отсутствует,Отсутствует,Сплошной,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Вытяжная вентиляция,Автоматическая,Внутренние водостоки,6.0,34.0
11500000,3,55.8023,37.718444,60.1,39.7,7.7,Вторичка,2.64,Косметический,На улицу и двор,Блочный,Железобетонные,1981.0,Не присвоен,Есть,Есть,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,1.0,12.0
35000000,3,55.663273,37.470186,104.0,64.0,14.0,Вторичка,3.0,Дизайнерский,На улицу и двор,Монолитный,Железобетонные,2008.0,Не присвоен,Отсутствует,Отсутствует,Сплошной,Центральное,Центральное,Закрытая с приготовлением горячей воды на ИТП,Центральное,Центральное,Отсутствует,Приточная вентиляция,Пожарные гидранты,Внутренние водостоки,21.0,25.0
79000000,3,55.79848000000001,37.520671,130.0,66.0,17.0,Вторичка,3.0,Дизайнерский,Во двор,Монолитно кирпичный,Железобетонные,2006.0,B,Есть,Есть,Сплошной,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,6.0,57.0
27000000,3,55.785169,37.564033,91.4,44.0,19.2,Вторичка,3.1,Без ремонта,На улицу и двор,Монолитный,Железобетонные,2018.0,A++,Есть,Есть,Свайный,Центральное,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Смешанные,8.0,18.0
15990000,3,55.804283,37.405848,62.3,39.0,8.7,Вторичка,2.64,Косметический,На улицу и двор,Панельный,Железобетонные,1981.0,Не присвоен,Есть,Отсутствует,Ленточный,Центральное,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,7.0,12.0
109999999,3,55.832095,37.483957,215.0,120.4,20.0,Вторичка,3.3,Дизайнерский,Во двор,Монолитный,Железобетонные,2007.0,C,Есть,Отсутствует,Сплошной,Центральное,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,5.0,12.0
38000000,3,55.774664,37.54595,93.5,56.0,14.0,Вторичка,2.8,Дизайнерский,На улицу,Монолитный,Железобетонные,2007.0,B+,Отсутствует,Отсутствует,Сплошной,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Вытяжная вентиляция,Автоматическая,Внутренние водостоки,42.0,44.0
16700000,3,55.666569,37.588009,64.5,46.3,7.8,Вторичка,2.48,Евроремонт,Во двор,Панельный,Железобетонные,1982.0,E,Отсутствует,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Центральное,Приточно-вытяжная вентиляция,Автоматическая,Наружные водостоки,12.0,16.0
12580000,3,55.896812,37.607484,64.9,39.1,8.5,Вторичка,2.7,Без ремонта,На улицу и двор,Панельный,Железобетонные,1984.0,B+,Отсутствует,Отсутствует,Бетонные столбы,Центральное,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,10.0,12.0
11500000,3,55.676316,37.607152,54.0,36.0,6.5,Вторичка,2.64,Косметический,Во двор,Панельный,Железобетонные,1980.0,E,Отсутствует,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Центральное,Приточно-вытяжная вентиляция,Пожарные гидранты,Наружные водостоки,4.0,9.0
21500000,3,55.68634,37.524606,76.0,52.0,9.0,Вторичка,3.0,Евроремонт,На улицу и двор,Кирпичный,Железобетонные,1958.0,Не присвоен,Отсутствует,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Центральное,Вытяжная вентиляция,Пожарные гидранты,Наружные водостоки,2.0,9.0
41600000,3,55.747013,37.395778,109.0,73.0,10.0,Вторичка,3.0,Дизайнерский,На улицу,Монолитный,Железобетонные,2004.0,B,Есть,Есть,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,2.0,17.0
55000000,3,55.652659,37.475513,130.0,67.0,18.0,Вторичка,3.0,Дизайнерский,На улицу и двор,Монолитный,Железобетонные,2006.0,B,Есть,Отсутствует,Свайный,Центральное,"Автономная котельная (крышная, встроенно-пристроенная)",Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,5.0,31.0
57500000,3,55.74629399999999,37.571929,108.0,70.0,15.0,Вторичка,3.2,Дизайнерский,На улицу и двор,Кирпичный,Деревянные,1938.0,Не присвоен,Отсутствует,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Центральное,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,4.0,13.0
22000000,3,55.776451,37.644252,76.0,46.0,9.0,Вторичка,2.7,Евроремонт,Во двор,Панельный,Железобетонные,1976.0,Не присвоен,Есть,Отсутствует,Ленточный,Центральное,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,7.0,16.0
12000000,3,55.871708,37.630418,65.5,43.2,11.0,Вторичка,2.7,Без ремонта,Во двор,Монолитный,Железобетонные,1978.0,Не присвоен,Есть,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,2.0,12.0
19900000,3,55.788196,37.615066,78.0,47.2,8.6,Вторичка,2.7,Косметический,На улицу и двор,Панельный,Железобетонные,1959.0,Не присвоен,Есть,Отсутствует,Бетонные столбы,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,11.0,14.0
39850000,3,55.66132800000001,37.509343,93.0,58.0,12.0,Вторичка,2.85,Дизайнерский,Во двор,Монолитный,Железобетонные,2010.0,E,Есть,Есть,Свайный,Комбинированное,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Смешанные,31.0,48.0
19300000,3,55.685625,37.530849,76.4,52.0,9.1,Вторичка,3.0,Косметический,Во двор,Блочный,Железобетонные,1957.0,Не присвоен,Отсутствует,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Центральное,Вытяжная вентиляция,Автоматическая,Внутренние водостоки,1.0,5.0
12400000,3,55.679301,37.457861,64.8,46.3,8.0,Вторичка,2.5,Косметический,На улицу,Блочный,Железобетонные,1977.0,Не присвоен,Есть,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Вытяжная вентиляция,Пожарный кран,Внутренние водостоки,10.0,16.0
15300000,3,55.590516,37.612802,76.0,45.0,13.0,Вторичка,2.7,Евроремонт,Во двор,Панельный,Железобетонные,2004.0,Не присвоен,Есть,Отсутствует,Свайный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарный кран,Внутренние водостоки,2.0,17.0
14200000,3,55.669249,37.77749,75.0,46.2,10.1,Вторичка,2.64,Евроремонт,На улицу и двор,Панельный,Железобетонные,2003.0,B,Отсутствует,Есть,Бетонные столбы,Центральное,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,Отсутствует,Приточная вентиляция,Пожарные гидранты,Внутренние водостоки,10.0,17.0
17900000,3,55.682904,37.526914,65.0,42.6,9.0,Вторичка,2.7,Косметический,На улицу и двор,Кирпичный,Железобетонные,1959.0,Не присвоен,Отсутствует,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Центральное,Вытяжная вентиляция,Автоматическая,Наружные водостоки,8.0,8.0
22450000,3,55.889341,37.559586,105.0,60.0,16.0,Вторичка,2.8,Дизайнерский,Во двор,Монолитный,Железобетонные,2006.0,Не присвоен,Есть,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Вытяжная вентиляция,Автоматическая,Внутренние водостоки,4.0,32.0
12400000,3,55.607066,37.753236,74.9,58.0,14.0,Вторичка,2.64,Косметический,Во двор,Панельный,Железобетонные,1986.0,B,Отсутствует,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,1.0,17.0
19000000,3,55.726811,37.564482,67.2,40.1,7.4,Вторичка,3.0,Косметический,На улицу и двор,Кирпичный,Железобетонные,1960.0,Не присвоен,Отсутствует,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Центральное,Приточно-вытяжная вентиляция,Пожарные гидранты,Наружные водостоки,1.0,5.0
26500000,3,55.848559,37.419045,136.4,73.1,20.0,Вторичка,3.1,Без ремонта,На улицу,Монолитный,Железобетонные,2013.0,B,Отсутствует,Отсутствует,Бетонные столбы,Центральное,Центральное,"Автономная котельная (крышная, встроенно-пристроенная)",Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,9.0,18.0
15950000,3,55.56949399999999,37.566126,76.1,40.1,10.8,Вторичка,2.75,Евроремонт,На улицу и двор,Панельный,Железобетонные,2001.0,Не присвоен,Есть,Отсутствует,Свайный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,5.0,12.0
14000000,3,55.897634,37.599399,64.3,39.0,8.5,Вторичка,2.64,Евроремонт,Во двор,Панельный,Железобетонные,1975.0,Не присвоен,Отсутствует,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,4.0,12.0
13900000,3,55.66820300000001,37.75587700000001,80.0,45.0,13.0,Вторичка,2.8,Косметический,Во двор,Панельный,Железобетонные,2001.0,B,Отсутствует,Отсутствует,Бетонные столбы,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточная вентиляция,Пожарные гидранты,Внутренние водостоки,4.0,17.0
11790000,3,55.94081,37.525675,70.0,42.0,11.0,Вторичка,2.7,Косметический,На улицу,Панельный,Железобетонные,2018.0,A,Есть,Есть,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,9.0,14.0
25000000,3,55.763812,37.732081,77.0,44.0,16.0,Вторичка,2.9,Дизайнерский,На улицу,Кирпичный,Железобетонные,2010.0,Не присвоен,Есть,Отсутствует,Свайный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,15.0,15.0
25954119,3,55.835483,37.658338,144.0,104.0,20.0,Вторичка,3.05,Без ремонта,На улицу,Монолитный,Железобетонные,2015.0,B,Есть,Есть,Сплошной,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,34.0,58.0
70000000,3,55.78065400000001,37.596678,145.0,82.0,19.0,Вторичка,3.2,Дизайнерский,На улицу и двор,Монолитный,Железобетонные,2007.0,C,Есть,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Вытяжная вентиляция,Автоматическая,Внутренние водостоки,1.0,14.0
22500000,3,55.616026,37.600244,120.0,55.0,20.0,Вторичка Апартаменты,2.95,Без ремонта,Во двор,Монолитный,Железобетонные,2010.0,Не присвоен,Есть,Отсутствует,Сплошной,Центральное,Индивидуальный тепловой пункт (ИТП),Закрытая с приготовлением горячей воды на ИТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,24.0,24.0
25000000,3,55.657784,37.569647,100.0,42.0,31.0,Вторичка,2.8,Дизайнерский,На улицу и двор,Панельный,Железобетонные,2003.0,Не присвоен,Отсутствует,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Внутренние водостоки,9.0,22.0
13990000,3,55.680986,37.456864,57.6,35.9,6.0,Вторичка,2.64,Косметический,Во двор,Панельный,Железобетонные,1971.0,Не присвоен,Есть,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Центральное,Вытяжная вентиляция,Пожарный кран,Наружные водостоки,1.0,5.0
20000000,3,55.814649,37.590273,77.3,49.0,12.0,Вторичка,2.65,Евроремонт,На улицу,Блочный,Железобетонные,1956.0,D,Есть,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Центральное,Приточно-вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,4.0,5.0
16000000,3,55.844394,37.358346,72.5,43.0,10.0,Вторичка,2.67,Дизайнерский,На улицу и двор,Панельный,Железобетонные,1994.0,Не присвоен,Отсутствует,Отсутствует,Свайный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Приточная вентиляция,Пожарные гидранты,Внутренние водостоки,7.0,17.0
25900000,3,55.732124,37.427722,78.0,52.0,8.0,Вторичка,3.0,Дизайнерский,Во двор,Монолитный,Железобетонные,2009.0,Не присвоен,Есть,Есть,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Вытяжная вентиляция,Автоматическая,Внутренние водостоки,12.0,23.0
18500000,3,55.7918,37.661015,65.3,43.7,7.9,Вторичка,2.5,Евроремонт,Во двор,Блочный,Железобетонные,1974.0,Не присвоен,Отсутствует,Отсутствует,Ленточный,Центральное,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,Отсутствует,Вытяжная вентиляция,Пожарные гидранты,Внутренние водостоки,9.0,16.0
27500000,3,55.785169,37.564033,71.0,51.0,10.0,Вторичка Апартаменты,3.0,Дизайнерский,На улицу и двор,Монолитный,Железобетонные,2018.0,A++,Есть,Есть,Свайный,Центральное,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,Отсутствует,Приточно-вытяжная вентиляция,Автоматическая,Смешанные,7.0,15.0
